attr1,attr2,attr3,attr4,attr5,attr6,attr7,attr8,attr9,attr10,attr11,attr12,attr13,attr14,attr15,attr16,attr17,attr18,attr19,attr20,attr21,attr22,attr23,attr24,attr25,attr26,attr27,attr28,attr29,attr30,attr31,attr32,attr33,attr34,attr35,attr36,attr37,attr38,attr39,attr40,attr41,attr42,attr43,attr44,attr45,attr46,attr47,attr48,class
0,0,0,69,0,0,0,1,0,0,0,0,0,0,437,1,0,0,1,0,0,0,0,0,389,0,0,0,0,0,1,0,0,0,1,0,0,0,0,404,0,0,0,1,0,0,0,0,-1
0,0,0,20,0,0,0,1,0,0,0,0,0,0,812,1,0,0,1,0,0,0,1,0,355,0,0,0,0,0,1,0,0,0,0,0,0,0,0,505,0,0,0,1,0,0,0,0,1
0,0,0,144,0,0,0,1,0,0,0,0,0,0,562,1,1,0,1,0,0,0,0,0,488,0,0,0,0,0,1,0,0,0,0,0,0,0,0,454,0,0,0,1,0,0,0,0,1
0,0,0,252,0,0,1,1,0,0,0,0,0,0,437,1,0,0,1,0,0,0,1,0,189,0,1,0,0,0,0,0,0,0,0,0,0,0,0,303,0,0,0,0,0,0,0,0,-1
0,0,0,182,0,0,0,1,0,0,0,0,0,0,562,1,0,0,1,0,0,0,0,0,266,0,0,0,0,0,1,0,0,0,0,0,0,0,0,404,0,1,0,1,0,0,0,0,-1
0,0,0,145,0,0,0,1,1,0,0,0,0,0,999,0,0,0,0,0,0,0,0,0,588,0,0,1,0,1,0,105,0,0,0,0,0,0,0,404,1,0,0,0,0,0,0,0,1
0,0,0,134,1,0,0,1,1,0,0,0,0,0,624,0,0,0,1,0,0,0,0,0,500,0,0,0,0,1,0,0,0,0,0,0,0,0,0,202,0,0,0,0,0,0,0,0,-1
0,0,0,275,1,0,0,0,0,0,0,0,0,0,562,0,0,0,1,0,0,0,0,1,466,0,1,0,0,0,0,0,0,0,0,0,0,0,0,252,0,0,0,0,0,1,0,0,-1
0,0,0,154,0,0,0,1,0,0,0,0,0,0,812,0,0,1,1,0,0,0,0,0,278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,404,0,1,0,1,0,0,0,0,-1
0,0,0,276,1,0,0,1,0,0,0,0,0,0,375,0,0,0,1,0,0,1,0,0,511,0,0,0,0,1,0,0,0,0,0,0,0,0,0,353,0,0,0,0,0,0,0,0,-1
0,0,0,107,1,0,0,0,0,0,0,0,0,0,624,0,0,0,1,0,0,0,0,1,289,0,1,0,0,0,0,0,0,0,0,0,0,0,0,404,0,0,0,0,0,1,0,0,-1
0,0,0,448,0,0,0,1,0,0,0,0,0,0,125,0,0,0,1,0,0,0,1,0,677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,404,1,0,0,0,0,0,0,1,-1
0,0,0,33,0,0,0,1,1,0,0,0,0,0,812,1,0,0,0,0,0,0,0,0,366,0,1,0,0,0,0,0,0,0,0,1,0,0,0,454,1,0,0,0,0,0,0,0,-1
0,0,0,279,0,0,0,0,0,0,0,0,0,0,562,1,1,0,1,0,0,0,0,1,289,0,0,0,0,0,1,0,0,0,0,0,0,0,0,454,0,0,0,1,0,0,0,0,-1
0,0,0,92,0,0,0,1,0,0,0,1,0,0,624,1,0,0,1,0,0,0,0,0,244,0,1,0,0,0,0,0,0,0,0,0,0,0,0,202,1,0,0,0,0,0,0,0,-1
0,0,0,126,0,0,0,1,1,0,1,0,0,0,812,1,0,0,0,0,0,0,0,0,522,0,0,0,0,0,1,0,0,0,0,0,0,0,0,454,0,0,0,1,0,0,0,0,1
0,0,0,78,0,0,0,1,0,0,0,0,0,0,562,0,0,0,1,0,0,1,0,0,555,0,0,0,0,1,0,0,0,0,0,0,0,0,0,333,1,0,0,0,0,0,0,0,-1
0,0,1,96,0,0,0,1,0,0,0,0,0,0,624,0,0,1,1,0,0,0,0,0,389,0,0,0,0,0,0,39,0,0,0,0,0,0,0,272,0,0,0,1,0,0,0,0,-1
0,0,0,140,0,0,0,1,0,0,0,0,0,0,812,1,0,0,1,0,0,1,0,0,555,0,0,0,0,0,1,0,0,0,0,0,0,0,0,404,0,0,0,1,0,0,0,0,1
0,0,1,120,0,0,1,1,0,0,0,0,0,0,624,0,0,0,1,0,0,0,0,0,278,0,1,0,0,0,0,0,0,0,0,0,0,0,0,252,0,0,0,0,0,0,0,0,-1
0,0,0,240,0,0,0,1,0,0,0,0,1,0,624,1,0,0,1,0,0,0,0,0,300,0,0,0,0,0,1,28,0,0,0,0,0,0,0,706,0,0,0,1,0,0,0,0,-1
0,0,0,93,0,0,0,1,0,0,0,0,1,0,562,1,0,0,1,0,0,0,0,0,300,0,0,0,0,0,1,0,0,0,0,0,0,0,0,535,0,0,0,1,0,0,0,0,-1
0,0,0,19,0,0,0,1,1,0,0,0,0,0,937,1,0,0,1,0,0,0,0,0,511,0,0,0,0,0,1,999,0,0,0,0,0,0,0,505,0,0,0,1,0,0,0,0,1
0,0,0,69,0,0,0,1,0,0,0,0,0,0,562,1,0,0,0,0,0,0,0,0,444,0,0,0,0,0,1,0,0,0,0,1,0,0,0,404,0,0,0,1,0,1,0,0,-1
0,0,0,55,0,0,1,1,0,0,0,0,0,0,624,1,0,0,1,0,0,1,0,0,222,0,1,0,0,0,0,0,0,0,0,0,0,0,0,161,0,0,0,0,0,0,0,0,-1
0,0,1,97,0,0,0,1,0,0,0,0,0,0,562,0,0,0,1,0,0,0,0,0,577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,404,1,0,0,0,0,0,0,1,-1
0,0,0,53,1,0,0,1,0,0,0,0,0,0,687,0,0,0,1,0,0,1,0,0,289,0,1,0,0,0,0,0,0,0,0,0,0,0,0,545,0,0,0,0,0,0,0,0,-1
0,0,0,200,0,0,1,1,0,0,0,1,0,0,562,1,0,0,0,0,0,0,0,0,300,0,0,1,0,1,0,0,0,0,0,0,0,0,0,404,0,0,0,0,0,0,0,0,-1
0,0,0,79,0,0,0,1,0,0,0,0,0,0,812,0,0,1,1,0,0,0,0,0,333,1,0,0,0,0,0,0,0,0,0,0,0,0,0,161,0,0,0,1,0,0,0,0,1
0,0,0,53,1,0,0,0,0,0,0,0,0,0,562,1,0,0,1,0,0,0,0,1,389,0,1,0,0,0,0,0,0,1,0,0,0,0,0,727,0,0,0,0,0,0,0,0,-1
0,0,0,124,0,0,0,1,0,0,0,0,0,0,562,1,1,0,1,0,0,0,0,0,500,0,0,0,0,0,1,0,0,0,0,0,0,0,0,404,0,0,0,1,0,0,0,0,-1
0,0,0,128,0,0,0,1,0,0,0,0,0,0,812,1,0,0,0,0,0,0,0,0,389,0,0,0,0,0,1,0,0,0,1,0,0,0,0,454,0,0,0,1,1,0,0,0,-1
0,0,0,59,0,0,0,1,0,0,0,0,1,0,562,1,0,0,1,0,0,0,0,0,266,0,1,0,0,0,0,0,0,0,0,0,0,0,0,404,1,0,0,0,0,0,0,0,-1
0,0,0,48,0,0,0,1,0,0,0,0,0,0,624,0,0,0,1,0,0,1,0,0,722,0,0,0,0,1,0,0,0,0,0,0,0,0,0,202,1,0,0,0,0,0,0,0,-1
0,0,1,140,1,0,0,1,0,0,0,0,0,0,562,0,0,0,1,0,0,0,0,0,433,0,0,0,0,1,0,0,0,0,0,0,0,0,0,404,0,0,0,0,0,0,0,0,-1
0,0,0,161,0,0,0,1,1,0,0,0,0,0,999,1,0,0,1,0,0,0,0,0,500,0,0,0,0,0,1,0,0,0,0,0,0,0,0,404,0,0,0,1,0,0,0,0,1
0,0,0,39,0,0,0,1,0,0,0,0,0,0,187,1,0,0,1,0,0,0,0,0,400,0,1,0,0,0,0,0,0,0,0,0,0,0,0,353,1,1,0,0,0,0,0,0,-1
0,1,0,125,0,0,0,1,0,0,0,0,0,0,624,1,0,0,0,0,0,0,0,0,555,0,0,0,0,0,1,0,0,0,0,0,0,0,0,404,0,0,0,1,0,1,0,0,-1
0,1,1,367,1,0,0,0,0,0,0,0,0,0,624,0,0,0,0,0,0,0,0,1,333,0,1,0,0,0,0,0,0,0,0,0,0,0,0,404,0,0,0,0,0,0,0,0,-1
0,0,0,177,0,0,0,1,0,0,0,0,1,0,624,1,0,0,1,0,0,0,0,0,366,0,0,0,0,0,1,0,0,0,0,0,0,0,0,605,0,0,0,1,0,0,0,0,1
0,0,0,115,0,0,1,1,0,0,0,0,1,0,624,1,0,0,1,0,0,0,0,0,389,0,1,0,0,0,0,0,0,0,0,0,0,0,0,404,0,0,0,0,0,0,0,0,-1
0,0,0,123,0,0,0,1,0,0,0,0,0,0,437,1,0,0,1,0,0,0,0,0,677,0,0,0,0,0,1,0,0,1,0,0,0,0,0,404,0,0,0,1,0,0,0,0,-1
0,0,0,95,0,0,0,1,0,0,0,0,0,0,312,1,1,0,1,0,0,0,0,0,311,0,1,0,0,0,0,0,1,0,0,0,0,0,0,505,1,0,0,0,0,0,0,0,-1
0,0,0,38,0,0,0,1,0,0,0,0,0,0,812,1,0,0,1,0,0,0,1,0,455,0,1,0,0,0,0,0,0,0,0,0,0,0,0,404,1,0,0,0,0,0,0,0,-1
0,1,0,342,0,0,0,1,0,0,0,0,0,0,812,1,0,0,0,0,0,0,0,0,455,0,0,0,0,0,1,0,0,0,0,0,0,0,0,404,0,0,0,1,0,1,0,0,1
0,0,0,38,0,0,0,1,0,0,0,0,0,0,687,1,0,0,0,0,0,0,0,0,444,0,0,0,0,0,1,0,0,0,0,0,0,0,0,404,0,0,0,1,1,1,0,0,1
0,0,1,270,0,0,0,1,0,0,0,0,0,0,624,0,0,0,1,0,0,0,0,0,333,0,0,0,0,1,0,0,0,0,0,0,0,0,0,555,1,0,0,0,0,0,0,0,-1
0,0,0,317,0,0,0,1,0,0,0,0,0,0,624,1,0,0,1,0,0,1,0,0,289,0,0,0,0,0,1,0,0,0,0,0,0,0,0,404,0,0,0,1,0,0,0,0,-1
0,0,0,225,0,0,0,1,0,0,0,0,0,0,562,0,0,0,0,0,0,0,0,0,522,0,0,1,0,1,0,0,0,0,0,0,0,0,0,404,1,1,0,0,0,0,0,0,-1
0,0,0,166,0,0,0,1,0,0,0,0,0,0,687,1,0,0,1,0,0,1,0,0,300,0,0,0,0,0,1,0,0,0,0,0,0,0,0,404,0,0,0,1,0,0,0,0,-1
0,0,0,59,0,0,1,1,0,0,0,0,0,0,624,1,0,0,1,0,0,1,0,0,200,0,1,0,0,0,0,0,0,0,0,0,0,0,0,151,0,0,0,0,0,0,0,0,-1
0,0,0,77,0,0,0,1,1,0,1,0,0,0,812,1,0,0,0,0,0,0,0,0,433,0,1,0,0,0,0,0,0,0,0,0,0,0,0,353,1,0,0,0,0,0,0,0,-1
0,0,0,144,0,0,0,1,0,536,0,0,1,0,187,0,0,0,1,0,0,0,0,0,511,0,0,0,0,1,0,0,0,0,0,0,0,0,0,454,1,0,0,0,0,0,0,0,-1
0,0,0,32,0,0,0,1,0,0,0,0,1,0,562,1,0,0,0,0,0,0,0,0,477,0,0,0,0,0,1,0,0,0,0,1,0,0,0,404,0,0,0,1,0,0,0,0,-1
0,0,1,38,0,0,1,1,0,0,0,0,0,0,812,0,0,0,1,0,0,0,0,0,488,0,1,0,0,0,0,0,0,0,0,0,0,0,0,373,0,0,0,0,0,0,0,0,-1
0,0,0,73,0,0,0,1,0,0,0,0,0,0,624,1,0,0,0,0,0,0,0,0,599,0,0,0,0,0,1,28,0,1,0,0,0,0,0,303,0,0,0,1,1,0,0,0,-1
0,0,0,188,0,0,0,1,0,0,0,0,0,0,624,1,1,0,1,1,0,0,0,0,211,0,1,0,0,0,0,0,0,0,0,0,0,0,0,505,0,0,0,0,0,0,0,0,-1
0,0,0,105,0,0,1,1,0,0,0,0,0,0,375,1,0,0,0,0,0,0,0,0,189,0,1,1,0,0,0,0,0,0,1,0,0,0,0,404,0,0,0,0,0,0,0,0,-1
0,0,0,53,1,0,0,1,0,0,0,0,0,0,624,1,0,0,0,0,0,0,0,0,466,0,0,0,0,1,0,0,0,0,0,1,0,0,0,908,0,0,0,0,0,1,0,0,1
0,0,0,81,0,0,0,0,0,395,0,0,0,0,437,1,0,0,1,1,0,0,1,1,344,0,0,0,0,1,0,0,0,0,0,0,0,0,0,404,0,0,0,0,0,0,0,0,-1
0,0,1,117,1,0,0,1,0,0,0,0,0,0,562,0,0,0,1,0,0,0,0,0,355,0,0,0,0,1,0,0,0,0,0,0,0,0,0,404,0,0,0,0,0,0,0,0,-1
0,0,0,103,0,0,0,1,0,0,0,0,1,0,624,1,0,0,1,0,0,0,0,0,655,0,0,0,0,0,1,0,0,0,0,0,0,0,0,404,0,0,0,1,0,0,0,0,1
0,0,0,106,0,0,0,1,0,0,0,0,0,0,874,0,0,0,1,0,0,0,0,0,289,0,1,0,0,0,0,0,0,0,0,0,0,0,0,303,1,0,0,0,0,1,0,0,-1
0,0,0,97,0,0,0,1,0,0,0,0,0,0,624,0,0,1,1,0,0,1,0,0,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,404,0,0,0,1,0,0,0,0,-1
0,0,0,214,0,0,1,1,0,0,0,0,0,0,624,1,0,0,0,0,0,0,0,0,233,0,1,0,0,0,0,0,0,0,0,0,0,0,0,303,0,1,0,0,1,0,0,0,-1
0,0,1,261,0,0,0,1,0,0,0,0,0,0,624,1,0,0,1,0,0,0,0,0,400,0,0,0,0,1,0,0,0,0,0,0,0,0,0,454,1,0,0,0,0,0,0,0,-1
0,0,1,158,1,0,0,0,0,0,0,0,0,0,687,0,0,0,1,0,0,0,0,1,433,0,0,0,0,1,0,0,0,0,0,0,0,0,0,404,0,0,0,0,0,0,0,0,-1
0,0,0,70,0,0,0,1,0,0,0,0,0,0,562,1,0,0,1,0,0,1,0,0,222,0,1,0,0,0,0,0,0,0,0,0,0,0,0,404,1,0,0,0,0,0,0,0,-1
0,0,0,207,0,0,1,1,0,0,0,0,0,0,624,1,0,0,1,0,0,0,0,0,222,0,1,0,0,0,0,0,0,0,0,0,0,0,0,161,0,1,0,0,0,0,0,0,-1
0,0,0,113,0,0,1,1,0,0,0,0,1,0,562,1,0,0,1,0,0,0,0,0,444,0,1,0,0,0,0,0,0,0,0,0,0,0,0,283,0,0,0,0,0,0,0,0,-1
0,0,0,25,0,0,0,1,0,0,0,0,0,0,624,1,0,0,1,0,0,1,0,0,400,0,0,0,0,0,1,0,0,0,0,0,0,0,0,404,0,0,0,1,0,0,0,0,-1
0,0,0,250,0,0,0,1,0,0,0,0,0,0,562,1,0,0,0,0,0,0,0,0,466,0,0,0,0,0,1,0,0,0,1,0,0,0,0,505,0,0,0,1,1,0,0,0,-1
0,0,0,223,0,0,0,1,0,0,0,0,0,0,562,1,0,0,1,1,0,0,1,0,266,0,1,0,0,0,0,0,0,0,0,0,0,0,0,202,0,0,0,0,0,0,0,0,-1
0,0,0,108,0,0,0,1,0,0,0,0,0,0,812,1,0,0,1,0,0,1,0,0,488,0,0,0,0,0,1,0,0,0,0,0,0,0,0,605,0,0,0,1,0,0,0,0,1
0,0,0,60,0,0,0,0,0,0,0,0,0,0,562,1,0,0,1,0,0,0,0,1,366,0,0,0,0,0,1,52,0,1,0,0,0,0,0,555,0,0,0,1,0,0,0,0,1
0,0,0,143,0,0,1,1,0,0,0,0,0,0,812,0,0,0,1,0,0,0,0,0,255,0,1,0,0,0,0,0,0,0,0,0,0,0,0,404,0,0,0,0,0,1,0,0,-1
0,0,0,98,0,0,0,1,0,0,0,0,0,0,874,1,0,0,1,0,0,0,0,0,444,0,0,0,0,0,1,0,0,0,0,0,0,0,0,505,0,0,0,1,0,1,0,0,1
0,0,1,113,0,0,1,1,0,0,0,0,0,0,687,1,0,0,1,0,0,0,0,0,333,0,1,0,0,0,0,0,0,0,0,0,0,0,0,404,0,0,0,0,0,0,0,0,-1
0,0,1,33,0,0,0,1,0,0,0,0,0,0,562,0,0,1,1,0,0,0,0,0,644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,404,0,0,0,1,0,0,0,0,1
0,0,1,20,0,0,0,1,0,0,0,0,0,0,562,1,0,0,1,0,0,0,0,0,577,0,0,0,0,0,1,0,0,0,0,0,0,0,0,404,0,0,0,1,0,0,0,0,-1
0,0,1,93,0,0,0,0,0,0,0,0,0,0,812,1,0,0,1,0,0,0,0,0,433,0,0,0,1,0,1,0,1,0,0,0,0,0,0,404,0,0,0,1,0,0,0,0,1
0,0,0,54,0,0,0,1,0,0,0,0,0,0,437,0,0,0,1,0,0,0,0,0,533,0,1,0,0,0,0,0,0,0,0,0,0,0,0,303,1,1,0,0,0,0,0,0,-1
0,0,0,83,0,0,0,1,0,0,0,0,0,0,562,1,0,0,1,0,0,0,0,0,300,0,0,0,0,0,1,0,1,0,0,0,0,0,0,404,0,1,0,1,0,0,0,0,-1
0,0,0,163,0,1,0,0,0,0,0,0,0,0,437,1,1,0,0,0,0,0,0,1,377,0,0,1,0,0,0,0,0,0,0,0,0,0,0,404,1,0,0,0,0,0,0,0,-1
0,0,0,271,0,0,0,1,0,0,0,0,0,0,687,1,0,0,1,0,0,1,0,0,488,0,0,0,0,1,0,0,0,0,0,0,0,0,0,454,1,0,0,0,0,0,0,0,-1
0,0,0,123,0,0,1,1,0,0,0,0,1,0,437,1,0,0,1,0,0,0,0,0,278,0,1,0,0,0,0,0,0,0,0,0,0,0,0,404,0,0,0,0,0,0,0,0,-1
0,0,0,88,0,0,1,1,0,0,0,0,0,0,624,1,0,0,1,0,0,0,0,0,233,1,1,0,0,0,0,0,0,0,0,0,0,0,0,303,0,0,0,0,0,0,0,0,-1
0,0,0,77,0,0,0,1,0,0,0,0,0,0,624,1,0,0,0,0,0,0,0,0,566,0,0,0,0,0,1,0,0,0,0,1,0,0,0,555,0,0,0,1,0,1,0,0,1
0,0,0,80,1,0,0,0,0,0,0,0,0,0,562,0,0,0,1,0,0,0,1,0,533,0,0,0,1,1,0,0,1,0,0,0,0,0,0,404,0,0,0,0,0,0,0,0,-1
0,0,0,57,0,0,0,1,0,0,0,0,0,0,624,0,0,0,1,0,0,0,0,0,300,0,1,0,0,0,0,0,0,0,0,0,0,0,0,505,1,0,0,0,0,1,0,0,-1
0,0,0,113,0,0,0,1,0,0,0,0,0,0,624,0,0,0,0,0,0,0,0,0,666,0,0,1,0,0,0,0,0,0,0,0,0,0,0,404,1,0,0,0,0,1,0,1,-1
0,0,0,237,0,0,0,1,0,0,0,0,0,0,812,1,1,0,1,0,0,0,0,0,266,0,1,0,0,0,0,0,0,0,0,0,0,0,0,656,1,0,0,0,0,0,0,0,-1
0,0,0,38,0,0,0,1,0,0,0,0,0,0,125,1,1,0,1,0,0,0,0,0,677,0,0,0,0,0,1,0,0,0,0,0,0,0,0,605,0,0,0,1,0,0,0,0,1
0,0,0,100,0,0,0,1,0,0,0,0,1,0,562,1,0,0,1,0,0,0,0,0,422,0,0,0,0,0,1,0,0,0,0,0,0,0,0,404,0,0,0,1,0,0,0,0,1
0,0,0,70,1,0,0,0,1,0,0,0,0,0,812,0,0,0,1,0,0,0,0,1,622,0,0,0,0,1,0,0,1,0,0,0,0,0,0,505,0,0,0,0,0,0,0,0,-1
0,0,0,62,0,0,0,1,0,0,0,0,1,0,562,1,0,0,0,0,0,0,0,0,488,0,0,0,0,1,0,0,0,0,0,0,0,0,0,404,1,0,0,0,1,0,0,0,-1
0,0,0,119,0,0,0,1,0,0,0,0,0,0,375,0,0,0,1,1,0,1,0,0,344,0,0,0,0,1,0,0,0,0,0,0,0,0,0,404,0,0,0,0,0,0,0,0,-1
0,0,0,126,0,0,0,1,0,0,0,0,0,0,562,1,0,0,1,0,0,0,1,0,377,0,0,0,0,0,1,0,1,0,0,0,0,0,0,404,0,0,0,1,0,0,0,0,-1
0,0,0,19,1,0,0,1,0,0,0,0,0,0,749,0,0,0,0,0,0,1,0,0,400,0,0,0,0,1,0,0,0,0,0,0,0,0,0,353,0,0,0,0,1,0,0,0,-1
0,0,0,159,0,0,0,1,0,0,0,0,0,0,312,0,0,0,1,0,0,0,0,0,311,0,1,0,0,0,0,0,1,0,0,0,0,0,1,353,1,0,0,0,0,0,0,0,-1
0,0,0,114,0,0,0,1,1,0,0,0,0,0,812,0,0,1,1,0,0,0,0,0,544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,505,0,0,0,1,0,0,0,0,1
0,0,0,82,0,0,1,1,0,0,0,0,0,0,562,1,0,0,1,0,0,0,1,0,200,0,1,0,0,0,0,0,0,0,0,0,0,0,0,202,0,0,0,0,0,0,0,0,-1
0,0,0,230,0,0,0,1,0,0,0,0,1,0,375,1,0,0,1,0,0,0,0,0,322,0,0,0,0,0,1,0,0,0,0,0,0,0,0,252,0,0,0,1,0,0,0,0,-1
0,0,0,128,0,0,0,1,1,0,0,0,0,0,812,0,0,0,1,0,0,0,0,0,266,0,1,0,0,0,0,0,0,0,0,0,0,0,0,404,1,0,0,0,0,0,0,0,-1
0,0,0,66,0,0,0,1,0,0,0,0,0,0,812,0,0,0,1,0,0,1,0,0,433,0,1,0,0,0,0,86,0,0,0,0,0,0,0,505,1,0,0,0,0,0,0,0,1
0,0,0,189,0,0,0,1,0,0,0,0,0,0,749,0,0,0,1,0,0,0,0,0,400,1,1,0,0,0,0,0,0,0,0,0,0,0,0,404,1,0,0,0,0,0,0,0,-1
0,0,0,89,0,0,0,1,1,0,0,0,0,0,874,1,0,0,0,0,0,0,0,0,566,0,0,1,0,0,1,150,0,0,0,0,0,0,0,404,0,0,0,1,0,0,0,0,1
0,0,0,157,0,0,0,1,0,0,0,0,0,0,624,1,0,0,1,0,0,0,0,0,577,0,0,0,0,1,0,0,0,1,0,0,0,0,0,848,1,0,0,0,0,0,0,0,-1
0,0,0,123,1,0,0,1,0,0,0,0,0,0,812,0,0,0,1,0,0,0,0,0,500,0,0,0,0,1,0,0,0,0,0,0,0,0,0,404,0,0,0,0,0,1,0,0,-1
0,0,0,147,0,0,0,1,0,0,0,0,0,0,624,1,0,0,1,0,0,0,0,0,400,0,0,0,0,0,1,0,0,0,0,0,0,0,0,605,0,0,0,1,0,1,0,0,1
0,0,0,72,0,0,0,1,1,0,0,0,0,0,812,0,0,1,1,0,0,0,0,0,455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,404,0,0,0,1,0,0,0,0,1
0,0,0,77,0,0,0,1,0,0,0,0,0,0,749,1,0,0,0,0,0,0,0,0,444,0,0,0,0,0,1,0,0,0,0,1,0,0,0,656,0,0,0,1,0,1,0,0,1
0,0,0,239,0,0,0,1,0,0,0,0,0,0,749,1,0,0,1,0,0,0,0,0,444,0,0,0,0,1,0,0,0,0,0,0,0,0,0,404,1,0,0,0,0,1,0,0,1
1,0,0,24,0,0,0,0,0,0,0,0,0,0,812,1,0,0,1,0,0,1,0,0,344,0,1,0,0,0,0,0,0,0,0,0,0,0,0,605,1,0,0,0,0,0,0,0,-1
0,0,0,196,0,0,0,1,1,0,0,0,0,0,812,1,0,0,1,0,0,0,0,0,289,0,1,0,0,0,0,0,0,0,0,0,0,0,0,404,1,0,0,0,0,0,0,0,-1
0,0,0,49,0,0,0,0,0,0,0,0,0,0,562,1,0,0,1,0,0,0,1,1,300,0,1,0,0,0,0,0,0,0,0,0,0,0,0,353,1,0,0,0,0,0,0,0,-1
0,0,0,107,0,0,0,1,1,0,0,0,0,0,812,1,0,0,0,0,0,0,0,0,355,0,1,1,0,0,0,0,0,0,0,0,0,0,0,353,1,0,0,0,0,0,0,0,-1
0,0,0,113,0,0,0,1,0,0,0,0,0,0,812,1,0,0,1,0,0,0,0,0,300,0,1,0,0,0,0,0,0,0,0,0,0,0,0,404,1,0,0,0,0,1,0,0,-1
0,0,0,249,0,0,0,1,0,0,0,0,0,0,624,1,0,0,1,0,0,1,0,0,633,0,0,0,0,0,1,50,0,0,0,0,0,0,0,505,0,0,0,1,0,0,0,0,-1
0,0,0,123,0,0,0,1,0,0,0,0,0,0,562,1,0,0,1,0,0,0,0,0,644,0,0,0,0,0,1,0,0,0,0,0,0,0,0,242,0,1,0,1,0,0,0,0,-1
0,0,0,69,0,0,1,1,0,0,0,0,1,0,624,1,0,0,1,0,0,0,0,0,233,0,0,0,0,1,0,0,0,0,0,0,0,0,0,404,0,0,0,0,0,0,0,0,-1
0,0,0,104,0,0,0,1,0,0,0,0,0,0,624,0,0,0,1,0,0,0,0,0,300,0,1,0,0,0,0,0,0,0,0,0,0,0,0,252,1,1,0,0,0,0,0,0,-1
0,0,0,105,0,0,1,1,0,0,0,0,0,0,624,0,1,0,1,0,0,0,0,0,266,0,1,0,0,0,0,0,0,0,0,0,0,0,0,424,0,0,0,0,0,0,0,0,-1
0,0,0,197,0,0,0,1,0,0,0,0,0,0,312,1,0,0,1,0,0,0,0,0,455,0,0,0,0,0,1,0,0,1,0,0,0,0,0,353,0,0,0,1,0,0,0,0,-1
0,0,0,74,0,0,0,1,0,0,0,0,0,0,562,1,0,0,0,0,0,1,0,0,355,0,0,0,0,0,1,0,0,0,0,1,0,0,0,656,0,0,0,1,0,0,0,0,1
0,0,0,210,0,0,0,1,0,0,0,0,0,0,624,1,0,0,1,0,0,0,0,0,289,0,1,0,0,0,0,0,0,0,0,0,0,0,0,303,1,1,0,0,0,0,0,0,-1
0,0,0,91,0,0,0,1,0,0,0,0,0,0,562,1,0,0,1,0,0,0,0,0,300,0,1,0,0,0,0,0,0,0,0,0,0,0,0,484,1,0,0,0,0,1,0,0,-1
0,0,0,103,0,0,0,1,0,0,0,0,1,0,562,1,0,0,1,0,0,0,0,0,377,0,0,0,0,0,1,0,0,0,0,0,0,0,0,404,0,0,0,1,0,0,0,0,-1
0,0,1,19,0,0,0,1,0,0,1,0,0,0,812,0,0,0,0,0,0,0,0,0,389,0,1,0,0,0,0,41,0,0,0,0,0,0,0,404,1,0,0,0,0,0,0,0,-1
0,0,0,45,1,0,0,1,1,0,0,0,0,0,812,0,0,0,0,0,0,0,0,0,511,0,0,1,0,1,0,0,0,0,0,0,0,0,0,454,0,0,0,0,0,0,0,0,-1
0,0,0,136,0,0,0,1,1,0,0,0,0,0,874,1,0,0,0,0,0,0,0,0,488,0,0,0,0,0,1,0,0,0,0,0,0,0,0,404,0,0,0,1,1,0,0,0,-1
0,0,0,54,0,0,1,1,0,0,0,0,0,0,937,1,0,0,1,0,0,0,0,0,377,0,1,0,0,0,0,0,0,0,0,0,0,0,0,505,0,0,0,0,0,1,0,0,-1
0,0,0,121,0,0,1,1,0,0,0,0,0,0,562,1,0,0,0,0,0,0,0,0,311,0,1,0,0,0,0,0,0,0,0,0,0,0,0,404,0,0,0,0,1,1,0,0,-1
0,0,1,61,0,0,0,1,0,0,1,0,0,0,624,1,0,0,0,0,0,0,0,0,500,0,0,0,0,0,1,0,0,0,0,0,0,0,0,404,0,0,0,1,0,0,0,0,-1
0,0,0,190,0,0,0,0,0,0,0,0,0,0,562,1,0,0,1,1,0,1,0,1,255,0,1,0,0,0,0,0,1,0,0,0,0,0,0,404,0,0,0,0,0,0,0,0,-1
0,0,1,33,0,1,1,1,0,0,0,0,0,0,687,0,0,0,1,0,0,0,0,0,433,0,0,0,0,0,0,6,0,0,0,0,0,0,0,404,0,0,0,0,0,0,0,0,-1
0,0,0,68,0,0,0,1,0,0,1,0,0,0,437,1,0,0,0,0,0,0,0,0,577,0,0,0,0,0,1,0,0,1,0,0,0,0,0,404,0,0,0,1,0,0,0,0,-1
0,0,1,99,1,0,0,0,0,0,0,0,0,0,812,0,0,0,0,0,0,0,0,0,533,0,0,1,1,0,0,0,1,0,0,0,1,0,0,404,0,0,0,0,0,0,0,0,-1
0,0,0,74,0,0,0,1,0,0,0,0,0,0,749,0,0,1,1,0,0,0,0,0,433,0,0,0,0,0,0,150,0,0,0,0,0,0,0,454,0,0,0,1,0,1,0,0,1
